Id	Cat Id	Category	AS Id	Anatomic Site	SubS Id	Subsite	DX Id	Diagnosis
530SS42	C1	INDETERMINANT	S31	BRAIN	SS42	CORTEX	D941	MENINGIOMA \ PAPILLARY
530SS40	C1	INDETERMINANT	S31	BRAIN	SS40	CORPUS CALLOSUM	D941	MENINGIOMA \ PAPILLARY
530SS35	C1	INDETERMINANT	S31	BRAIN	SS35	CHOROID PLEXUS	D941	MENINGIOMA \ PAPILLARY
530SS31	C1	INDETERMINANT	S31	BRAIN	SS31	CEREBRAL MENINGES	D941	MENINGIOMA \ PAPILLARY
530SS29	C1	INDETERMINANT	S31	BRAIN	SS29	CEREBELLUM	D941	MENINGIOMA \ PAPILLARY
530SS17	C1	INDETERMINANT	S31	BRAIN	SS17	BASAL GANGLIA	D941	MENINGIOMA \ PAPILLARY
531SS192	C1	INDETERMINANT	S31	BRAIN	SS192	VENTRICLE	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS177	C1	INDETERMINANT	S31	BRAIN	SS177	THALAMUS	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS176	C1	INDETERMINANT	S31	BRAIN	SS176	TEMPORAL	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS126	C1	INDETERMINANT	S31	BRAIN	SS126	PARIETAL	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS119	C1	INDETERMINANT	S31	BRAIN	SS119	OCCIPITAL	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS82	C1	INDETERMINANT	S31	BRAIN	SS82	HYPOTHALAMUS	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS78	C1	INDETERMINANT	S31	BRAIN	SS78	HIPPOCAMPUS	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS67	C1	INDETERMINANT	S31	BRAIN	SS67	FRONTAL	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS49	C1	INDETERMINANT	S31	BRAIN	SS49	DURA/MENINGES	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS42	C1	INDETERMINANT	S31	BRAIN	SS42	CORTEX	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS40	C1	INDETERMINANT	S31	BRAIN	SS40	CORPUS CALLOSUM	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS35	C1	INDETERMINANT	S31	BRAIN	SS35	CHOROID PLEXUS	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS31	C1	INDETERMINANT	S31	BRAIN	SS31	CEREBRAL MENINGES	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS29	C1	INDETERMINANT	S31	BRAIN	SS29	CEREBELLUM	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
531SS17	C1	INDETERMINANT	S31	BRAIN	SS17	BASAL GANGLIA	D942	MENINGIOMA \ PSAMMOMATOUS (MINERALIZED)
532SS192	C1	INDETERMINANT	S31	BRAIN	SS192	VENTRICLE	D943	MENINGIOMA \ TRANSITIONAL
532SS177	C1	INDETERMINANT	S31	BRAIN	SS177	THALAMUS	D943	MENINGIOMA \ TRANSITIONAL
532SS176	C1	INDETERMINANT	S31	BRAIN	SS176	TEMPORAL	D943	MENINGIOMA \ TRANSITIONAL
532SS126	C1	INDETERMINANT	S31	BRAIN	SS126	PARIETAL	D943	MENINGIOMA \ TRANSITIONAL
532SS119	C1	INDETERMINANT	S31	BRAIN	SS119	OCCIPITAL	D943	MENINGIOMA \ TRANSITIONAL
532SS82	C1	INDETERMINANT	S31	BRAIN	SS82	HYPOTHALAMUS	D943	MENINGIOMA \ TRANSITIONAL
532SS78	C1	INDETERMINANT	S31	BRAIN	SS78	HIPPOCAMPUS	D943	MENINGIOMA \ TRANSITIONAL
532SS67	C1	INDETERMINANT	S31	BRAIN	SS67	FRONTAL	D943	MENINGIOMA \ TRANSITIONAL
532SS49	C1	INDETERMINANT	S31	BRAIN	SS49	DURA/MENINGES	D943	MENINGIOMA \ TRANSITIONAL
532SS42	C1	INDETERMINANT	S31	BRAIN	SS42	CORTEX	D943	MENINGIOMA \ TRANSITIONAL
532SS40	C1	INDETERMINANT	S31	BRAIN	SS40	CORPUS CALLOSUM	D943	MENINGIOMA \ TRANSITIONAL
532SS35	C1	INDETERMINANT	S31	BRAIN	SS35	CHOROID PLEXUS	D943	MENINGIOMA \ TRANSITIONAL
532SS31	C1	INDETERMINANT	S31	BRAIN	SS31	CEREBRAL MENINGES	D943	MENINGIOMA \ TRANSITIONAL
532SS29	C1	INDETERMINANT	S31	BRAIN	SS29	CEREBELLUM	D943	MENINGIOMA \ TRANSITIONAL
532SS17	C1	INDETERMINANT	S31	BRAIN	SS17	BASAL GANGLIA	D943	MENINGIOMA \ TRANSITIONAL
1776							D944	MENINGIOMA ANAPLASTIC
533SS192	C6	MALIGNANT	S31	BRAIN	SS192	VENTRICLE	D944	MENINGIOMA ANAPLASTIC
533SS177	C6	MALIGNANT	S31	BRAIN	SS177	THALAMUS	D944	MENINGIOMA ANAPLASTIC
533SS176	C6	MALIGNANT	S31	BRAIN	SS176	TEMPORAL	D944	MENINGIOMA ANAPLASTIC
533SS126	C6	MALIGNANT	S31	BRAIN	SS126	PARIETAL	D944	MENINGIOMA ANAPLASTIC
533SS119	C6	MALIGNANT	S31	BRAIN	SS119	OCCIPITAL	D944	MENINGIOMA ANAPLASTIC
533SS82	C6	MALIGNANT	S31	BRAIN	SS82	HYPOTHALAMUS	D944	MENINGIOMA ANAPLASTIC
533SS78	C6	MALIGNANT	S31	BRAIN	SS78	HIPPOCAMPUS	D944	MENINGIOMA ANAPLASTIC
533SS67	C6	MALIGNANT	S31	BRAIN	SS67	FRONTAL	D944	MENINGIOMA ANAPLASTIC
533SS49	C6	MALIGNANT	S31	BRAIN	SS49	DURA/MENINGES	D944	MENINGIOMA ANAPLASTIC
533SS42	C6	MALIGNANT	S31	BRAIN	SS42	CORTEX	D944	MENINGIOMA ANAPLASTIC
533SS40	C6	MALIGNANT	S31	BRAIN	SS40	CORPUS CALLOSUM	D944	MENINGIOMA ANAPLASTIC
533SS35	C6	MALIGNANT	S31	BRAIN	SS35	CHOROID PLEXUS	D944	MENINGIOMA ANAPLASTIC
533SS31	C6	MALIGNANT	S31	BRAIN	SS31	CEREBRAL MENINGES	D944	MENINGIOMA ANAPLASTIC
533SS29	C6	MALIGNANT	S31	BRAIN	SS29	CEREBELLUM	D944	MENINGIOMA ANAPLASTIC
533SS17	C6	MALIGNANT	S31	BRAIN	SS17	BASAL GANGLIA	D944	MENINGIOMA ANAPLASTIC
2059							D945	MESOBLASTIC NEPHROMA
780SS151	C6	MALIGNANT	S82	KIDNEY	SS151	RENAL PELVIS	D945	MESOBLASTIC NEPHROMA
780SS105	C6	MALIGNANT	S82	KIDNEY	SS105	MEDULLA	D945	MESOBLASTIC NEPHROMA
780SS42	C6	MALIGNANT	S82	KIDNEY	SS42	CORTEX	D945	MESOBLASTIC NEPHROMA
1121SS1	C6	MALIGNANT	S45	PERITONEUM	SS1	NONE	D946	MESOTHELIOMA
881SS125	C6	MALIGNANT	S94	LUNG	SS125	PARENCHYMAL	D946	MESOTHELIOMA
1145	C6	MALIGNANT	S47	PLEURA			D946	MESOTHELIOMA
2082							D946	MESOTHELIOMA
196	C6	MALIGNANT					D946	MESOTHELIOMA
1328SS166	C2	DISEASE	S76	SMALL BOWEL	SS166	SMOOTH MUSCLE	D947	METABOLIC DISEASE \ AMYLOIDOSIS
1328SS91	C2	DISEASE	S76	SMALL BOWEL	SS91	JEJUNUM	D947	METABOLIC DISEASE \ AMYLOIDOSIS
1328SS85	C2	DISEASE	S76	SMALL BOWEL	SS85	ILEUM - PEYERS PATCH	D947	METABOLIC DISEASE \ AMYLOIDOSIS
1328SS84	C2	DISEASE	S76	SMALL BOWEL	SS84	ILEUM - ILEOCECAL JUNCTION/VALVE	D947	METABOLIC DISEASE \ AMYLOIDOSIS
1328SS83	C2	DISEASE	S76	SMALL BOWEL	SS83	ILEUM	D947	METABOLIC DISEASE \ AMYLOIDOSIS
1328SS48	C2	DISEASE	S76	SMALL BOWEL	SS48	DUODENUM	D947	METABOLIC DISEASE \ AMYLOIDOSIS
197	C2	DISEASE					D948	METABOLIC DISEASE \ CARBOHYDRATES METABOLISM DISORDER
198	C2	DISEASE					D949	METABOLIC DISEASE \ GOUT
199	C2	DISEASE					D950	METABOLIC DISEASE \ INHERITED DISORDER OF AMINO ACID METABOLISM & STORAGE
200	C2	DISEASE					D951	METABOLIC DISEASE \ INTERMEDIARY METABOLISM DISORDERS
201	C2	DISEASE					D952	METABOLIC DISEASE \ LIPID METABOLISM DISORDER
202	C2	DISEASE					D953	METABOLIC DISEASE \ LIPODYSTROPHIES
203	C2	DISEASE					D954	METABOLIC DISEASE \ LYSOSOMAL STORAGE DISEASE
204	C2	DISEASE					D955	METABOLIC DISEASE \ MARFANS SYNDROME
205	C2	DISEASE					D956	METABOLIC DISEASE \ OXALATE METABOLIC DISORDER
206	C2	DISEASE					D957	METABOLIC DISEASE \ PHOSPHORUS METABOLIC DISORDER
207	C2	DISEASE					D958	METABOLIC DISEASE \ PORPHYRIA
208	C2	DISEASE					D959	METABOLIC DISEASE \ URIC ACID DISORDER
2351SS1	C7	BENIGN	S81	AORTIC BODY	SS1	NONE	D960	METAPLASIA
2119							D960	METAPLASIA
1702	C2	DISEASE					D960	METAPLASIA
1701SS197	C2	DISEASE	S84	LARYNX	SS197	VOCAL CORD	D960	METAPLASIA
1701SS113	C2	DISEASE	S84	LARYNX	SS113	MUSCLE	D960	METAPLASIA
742SS158	C7	BENIGN	S30	GALLBLADDER	SS158	SEROSA	D960	METAPLASIA
742SS112	C7	BENIGN	S30	GALLBLADDER	SS112	MUCOSA	D960	METAPLASIA
742SS69	C7	BENIGN	S30	GALLBLADDER	SS69	GALLBLADDER WALL	D960	METAPLASIA
742SS18	C7	BENIGN	S30	GALLBLADDER	SS18	BILE	D960	METAPLASIA
209	C2	DISEASE					D961	METAPLASIA \ GLANDULAR
352SS166	C7	BENIGN	S26	BLADDER	SS166	SMOOTH MUSCLE	D962	METAPLASIA \ INTESTINAL
352SS158	C7	BENIGN	S26	BLADDER	SS158	SEROSA	D962	METAPLASIA \ INTESTINAL
352SS112	C7	BENIGN	S26	BLADDER	SS112	MUCOSA	D962	METAPLASIA \ INTESTINAL
804SS197	C2	DISEASE	S84	LARYNX	SS197	VOCAL CORD	D963	METAPLASIA \ MORULAR
804SS113	C2	DISEASE	S84	LARYNX	SS113	MUSCLE	D963	METAPLASIA \ MORULAR
353SS166	C7	BENIGN	S26	BLADDER	SS166	SMOOTH MUSCLE	D964	METAPLASIA \ NEPHROGENIC
353SS158	C7	BENIGN	S26	BLADDER	SS158	SEROSA	D964	METAPLASIA \ NEPHROGENIC
353SS112	C7	BENIGN	S26	BLADDER	SS112	MUCOSA	D964	METAPLASIA \ NEPHROGENIC
354SS166	C7	BENIGN	S26	BLADDER	SS166	SMOOTH MUSCLE	D965	METAPLASIA \ OTHER
354SS158	C7	BENIGN	S26	BLADDER	SS158	SEROSA	D965	METAPLASIA \ OTHER
354SS112	C7	BENIGN	S26	BLADDER	SS112	MUCOSA	D965	METAPLASIA \ OTHER
210	C2	DISEASE					D966	METAPLASIA \ SPINDLE CELL
211	C2	DISEASE					D967	METAPLASIA \ SQUAMOUS
212	C2	DISEASE					D968	MINERAL METABOLISM DISORDERS \ CADMIUM STORAGE DISEASE
213	C2	DISEASE					D969	MINERAL METABOLISM DISORDERS \ CALCIUM STORAGE DISEASE
214	C2	DISEASE					D970	MINERAL METABOLISM DISORDERS \ COPPER STORAGE DISEASE
1097SS175	C2	DISEASE	S24	PANCREAS	SS175	TAIL	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
1097SS123	C2	DISEASE	S24	PANCREAS	SS123	PANCREATIC DUCT	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
842SS1	C2	DISEASE	S39	LIVER	SS1	NONE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
758SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D971	MINERAL METABOLISM DISORDERS \ HEMOCHROMATOSIS
215	C2	DISEASE					D972	MINERAL METABOLISM DISORDERS \ HEMOSIDEROSIS
216	C2	DISEASE					D973	MINERAL METABOLISM DISORDERS \ IRON STORAGE DISEASE
217	C2	DISEASE					D974	MINERAL METABOLISM DISORDERS \ MAGNESIUM STORAGE DISEASE
218	C2	DISEASE					D975	MINERAL METABOLISM DISORDERS \ NICKEL STORAGE DISEASE
219	C2	DISEASE					D976	MINERAL METABOLISM DISORDERS \ WILSONS DISEASE
220	C2	DISEASE					D977	MINERAL METABOLISM DISORDERS \ ZINC STORAGE DISEASE
1329SS166	C6	MALIGNANT	S76	SMALL BOWEL	SS166	SMOOTH MUSCLE	D978	MIXED CARCINOID-ADENOCARCINOMA
1329SS91	C6	MALIGNANT	S76	SMALL BOWEL	SS91	JEJUNUM	D978	MIXED CARCINOID-ADENOCARCINOMA
1329SS85	C6	MALIGNANT	S76	SMALL BOWEL	SS85	ILEUM - PEYERS PATCH	D978	MIXED CARCINOID-ADENOCARCINOMA
1329SS84	C6	MALIGNANT	S76	SMALL BOWEL	SS84	ILEUM - ILEOCECAL JUNCTION/VALVE	D978	MIXED CARCINOID-ADENOCARCINOMA
1329SS83	C6	MALIGNANT	S76	SMALL BOWEL	SS83	ILEUM	D978	MIXED CARCINOID-ADENOCARCINOMA
1329SS48	C6	MALIGNANT	S76	SMALL BOWEL	SS48	DUODENUM	D978	MIXED CARCINOID-ADENOCARCINOMA
1048SS137	C6	MALIGNANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D979	MIXED EPITHELIAL \ BORDERLINE
1048SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D979	MIXED EPITHELIAL \ BORDERLINE
1048SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D979	MIXED EPITHELIAL \ BORDERLINE
1048SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D979	MIXED EPITHELIAL \ BORDERLINE
1048SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D979	MIXED EPITHELIAL \ BORDERLINE
781SS151	C7	BENIGN	S82	KIDNEY	SS151	RENAL PELVIS	D980	MIXED EPITHELIAL STROMAL TUMOR (CYSTIC NEPHROMA)
781SS105	C7	BENIGN	S82	KIDNEY	SS105	MEDULLA	D980	MIXED EPITHELIAL STROMAL TUMOR (CYSTIC NEPHROMA)
781SS42	C7	BENIGN	S82	KIDNEY	SS42	CORTEX	D980	MIXED EPITHELIAL STROMAL TUMOR (CYSTIC NEPHROMA)
2052							D980	MIXED EPITHELIAL STROMAL TUMOR (CYSTIC NEPHROMA)
1049SS137	C6	MALIGNANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D981	MIXED MULLERIAN TUMOR
1049SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D981	MIXED MULLERIAN TUMOR
1049SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D981	MIXED MULLERIAN TUMOR
1049SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D981	MIXED MULLERIAN TUMOR
1049SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D981	MIXED MULLERIAN TUMOR
2274SS166	C6	MALIGNANT	S70	UTERUS	SS166	SMOOTH MUSCLE	D981	MIXED MULLERIAN TUMOR
2274SS136	C6	MALIGNANT	S70	UTERUS	SS136	PERITONEAL COVERING	D981	MIXED MULLERIAN TUMOR
2274SS132	C6	MALIGNANT	S70	UTERUS	SS132	PERIMETRIUM	D981	MIXED MULLERIAN TUMOR
2274SS115	C6	MALIGNANT	S70	UTERUS	SS115	MYOMETRIUM	D981	MIXED MULLERIAN TUMOR
2274SS54	C6	MALIGNANT	S70	UTERUS	SS54	ENDOMETRIUM	D981	MIXED MULLERIAN TUMOR
1760							D981	MIXED MULLERIAN TUMOR
1550SS166	C6	MALIGNANT	S70	UTERUS	SS166	SMOOTH MUSCLE	D982	MIXED MULLERIAN TUMOR \ ADENOSARCOMA
1550SS136	C6	MALIGNANT	S70	UTERUS	SS136	PERITONEAL COVERING	D982	MIXED MULLERIAN TUMOR \ ADENOSARCOMA
1550SS132	C6	MALIGNANT	S70	UTERUS	SS132	PERIMETRIUM	D982	MIXED MULLERIAN TUMOR \ ADENOSARCOMA
1550SS115	C6	MALIGNANT	S70	UTERUS	SS115	MYOMETRIUM	D982	MIXED MULLERIAN TUMOR \ ADENOSARCOMA
1550SS54	C6	MALIGNANT	S70	UTERUS	SS54	ENDOMETRIUM	D982	MIXED MULLERIAN TUMOR \ ADENOSARCOMA
2128							D983	MONOCLONAL GAMMOPATHY OF UNDETERMINED SIGNIFICANCE (MGUS)
221	C2	DISEASE					D983	MONOCLONAL GAMMOPATHY OF UNDETERMINED SIGNIFICANCE (MGUS)
1098SS175	C1	INDETERMINANT	S24	PANCREAS	SS175	TAIL	D984	MUCINOUS CYSTIC
1098SS123	C1	INDETERMINANT	S24	PANCREAS	SS123	PANCREATIC DUCT	D984	MUCINOUS CYSTIC
1789							D984	MUCINOUS CYSTIC
1526SS1	C5	PRE-INVASIVE NEOPLASIA	S11	URETER	SS1	NONE	D985	MUCOSAL DYSPLASIA
1518	C5	PRE-INVASIVE NEOPLASIA	S46	TRACHEA / MAJOR BRONCHI			D985	MUCOSAL DYSPLASIA
1507	C5	PRE-INVASIVE NEOPLASIA	S54	TONSIL			D985	MUCOSAL DYSPLASIA
1115SS74	C5	PRE-INVASIVE NEOPLASIA	S28	PENIS	SS74	GLANS	D985	MUCOSAL DYSPLASIA
994SS181	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS181	TONGUE	D985	MUCOSAL DYSPLASIA
994SS167	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS167	SOFT PALATE	D985	MUCOSAL DYSPLASIA
994SS139	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS139	PHARYNX	D985	MUCOSAL DYSPLASIA
994SS121	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS121	OROPHARYNX	D985	MUCOSAL DYSPLASIA
994SS100	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS100	LIP	D985	MUCOSAL DYSPLASIA
994SS75	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS75	HARD PALATE	D985	MUCOSAL DYSPLASIA
994SS72	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS72	GINGIVA	D985	MUCOSAL DYSPLASIA
994SS55	C5	PRE-INVASIVE NEOPLASIA	S51	ORAL CAVITY	SS55	EPIGLOTTIS	D985	MUCOSAL DYSPLASIA
967SS1	C5	PRE-INVASIVE NEOPLASIA	S72	NASOPHARYNX	SS1	NONE	D985	MUCOSAL DYSPLASIA
2186	C5	PRE-INVASIVE NEOPLASIA					D985	MUCOSAL DYSPLASIA
2175SS186	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS186	TRANSVERSE - PROXIMAL	D985	MUCOSAL DYSPLASIA
2175SS185	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS185	TRANSVERSE - DISTAL	D985	MUCOSAL DYSPLASIA
2175SS184	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS184	TRANSVERSE	D985	MUCOSAL DYSPLASIA
2175SS166	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS166	SMOOTH MUSCLE	D985	MUCOSAL DYSPLASIA
2175SS161	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS161	SIGMOID	D985	MUCOSAL DYSPLASIA
2175SS45	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS45	DESCENDING	D985	MUCOSAL DYSPLASIA
2175SS36	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS36	COLON WALL	D985	MUCOSAL DYSPLASIA
2175SS27	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS27	CECUM	D985	MUCOSAL DYSPLASIA
2175SS10	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS10	ASCENDING	D985	MUCOSAL DYSPLASIA
2173SS1	C5	PRE-INVASIVE NEOPLASIA	S7	ESOPHAGUS	SS1	NONE	D985	MUCOSAL DYSPLASIA
2173SS71	C5	PRE-INVASIVE NEOPLASIA	S7	ESOPHAGUS	SS71	GI JUNCTION	D985	MUCOSAL DYSPLASIA
2173SS56	C5	PRE-INVASIVE NEOPLASIA	S7	ESOPHAGUS	SS56	EPITHELIUM	D985	MUCOSAL DYSPLASIA
2170SS166	C5	PRE-INVASIVE NEOPLASIA	S64	RECTUM	SS166	SMOOTH MUSCLE	D985	MUCOSAL DYSPLASIA
2168SS96	C5	PRE-INVASIVE NEOPLASIA	S78	VULVA	SS96	LABIA MINOR	D985	MUCOSAL DYSPLASIA
2168SS95	C5	PRE-INVASIVE NEOPLASIA	S78	VULVA	SS95	LABIA MAJOR	D985	MUCOSAL DYSPLASIA
1829							D985	MUCOSAL DYSPLASIA
805SS197	C5	PRE-INVASIVE NEOPLASIA	S84	LARYNX	SS197	VOCAL CORD	D985	MUCOSAL DYSPLASIA
805SS113	C5	PRE-INVASIVE NEOPLASIA	S84	LARYNX	SS113	MUSCLE	D985	MUCOSAL DYSPLASIA
1182SS166	C5	PRE-INVASIVE NEOPLASIA	S64	RECTUM	SS166	SMOOTH MUSCLE	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS186	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS186	TRANSVERSE - PROXIMAL	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS185	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS185	TRANSVERSE - DISTAL	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS184	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS184	TRANSVERSE	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS166	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS166	SMOOTH MUSCLE	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS161	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS161	SIGMOID	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS45	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS45	DESCENDING	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS36	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS36	COLON WALL	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS27	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS27	CECUM	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
668SS10	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS10	ASCENDING	D986	MUCOSAL DYSPLASIA \ HIGH GRADE
1183SS166	C5	PRE-INVASIVE NEOPLASIA	S64	RECTUM	SS166	SMOOTH MUSCLE	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS186	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS186	TRANSVERSE - PROXIMAL	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS185	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS185	TRANSVERSE - DISTAL	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS184	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS184	TRANSVERSE	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS166	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS166	SMOOTH MUSCLE	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS161	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS161	SIGMOID	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS45	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS45	DESCENDING	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS36	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS36	COLON WALL	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS27	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS27	CECUM	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
669SS10	C5	PRE-INVASIVE NEOPLASIA	S67	COLON	SS10	ASCENDING	D987	MUCOSAL DYSPLASIA \ LOW  GRADE
697SS1	C5	PRE-INVASIVE NEOPLASIA	S7	ESOPHAGUS	SS1	NONE	D988	MUCOSAL DYSPLASIA \ SQUAMOUS
697SS71	C5	PRE-INVASIVE NEOPLASIA	S7	ESOPHAGUS	SS71	GI JUNCTION	D988	MUCOSAL DYSPLASIA \ SQUAMOUS
697SS56	C5	PRE-INVASIVE NEOPLASIA	S7	ESOPHAGUS	SS56	EPITHELIUM	D988	MUCOSAL DYSPLASIA \ SQUAMOUS
1604SS96	C5	PRE-INVASIVE NEOPLASIA	S78	VULVA	SS96	LABIA MINOR	D989	MUCOSAL DYSPLASIA \ VIN (VULVAR INTRAEPITHELIAL NEOPLASIA)
1604SS95	C5	PRE-INVASIVE NEOPLASIA	S78	VULVA	SS95	LABIA MAJOR	D989	MUCOSAL DYSPLASIA \ VIN (VULVAR INTRAEPITHELIAL NEOPLASIA)
1503SS101	C7	BENIGN	S73	THYROID	SS101	LOBE	D990	MULTINODULAR GOITER
1503SS148	C7	BENIGN	S73	THYROID	SS148	PYRAMIDAL	D990	MULTINODULAR GOITER
1503SS90	C7	BENIGN	S73	THYROID	SS90	ISTHMUS	D990	MULTINODULAR GOITER
1773							D990	MULTINODULAR GOITER
698SS1	C2	DISEASE	S7	ESOPHAGUS	SS1	NONE	D991	MUSCULAR HYPERTROPHY
